concept_id,concept_synonym_name,language_concept_id
2052490255,3-Carbamoyl-4-deacetyl-3-de(methoxycarbonyl)vincaleukoblastine; Vindesine Sulfate; Eldisine; Eldesine; Desacetylvinblastine Amide Sulfate; Desacetylvinblastine amide; 3-(Aminocarbonyl)-O(4)-deacetyl-3-de(methoxycarbonyl)vincaleukoblastine; CHEBI:36373,4180186
2052490259,"Vanadium pentoxide; Anhydride vanadique; Divanadium pentaoxide; Divanadium pentoxide; KM vanadium pentoxide; RCRA waste no. P120; Rcra waste number P120; V-o; V2O5; Vanadic acid anhydride; Vanadic anhydride; Vanadio, pentossido di; vanadium (5) oxide; Van",4180186
2052490260,Praseodymium oxide; Vanadium oxide; Vanadium oxide (VO2); VO2; VO2; CHEBI:30047,4180186
2052490268,Vanadium oxide (vo); Vanadium oxide; Vanadium monooxide; VO; CHEBI:30044,4180186
2052490274,Hexacarbonylvanadium; V(CO)6; Vanadium hexacarbonyl; V(CO)6; hexacarbonylvanadate(1-); V(CO)6(-); CHEBI:37856,4180186
2052490276,V; Vanadium(II); Vanadium(III); Vanadium(V); Vanadium(IV); Vanadium ion; Vanadate; CHEBI:49948,4180186
2052490277,2-PROPYL-pentanoic acid; di-n-propylacetic acid; Encorate; Epilim; Epival; Valproate; Deprakine; 2-Propylpentanoic acid; 2-Propylvaleric acid; 4-heptanecarboxylic acid; Convulex; Depakene; Depakine; Depakote; Depakote ER; Depacon; Acidum valproicum; Acido,4180186
2052490280,"L-Valine ester with 9-((2-hydroxyethoxy)methyl)guanine; L-Valine, 2-((2-amino-1,6-dihydro-6-oxo-9H-purin-9-yl)methoxy)ethyl ester; Mitanga; Ovalac; Pervioral; Revira; Vacyless; Vadiral; Valaciclovirum; Valacyclover Hydrochloric; Valacyclovir; Valdacir; Va",4180186
2052490286,"Coproporphyrin III; 3,8,13,17-Tetrakis(carboxymethyl)porphyrin-2,7,12,18-tetrapropanoate; 3,8,13,17-Tetrakis(carboxymethyl)porphyrin-2,7,12,18-tetrapropanoic acid; 3,8,13,17-Tetramethyl-2,7,12,18-Porphinetetrapropionate; 3,8,13,17-Tetramethyl-2,7,12,18-Po",4180186
2052490287,"3-7,12,17-Tris-(2-carboxy-ethyl)-3,8,13,18-tetrakis-carboxymethyl-22,24-dihydro-porphin-2-yl-propionic acid; 3,3',3'',3'''-(3,8,13,18-Tetrakis-carboxymethyl-porphyrin-2,7,12,17-tetrayl)-tetra-propionate; 2,7,12,17-Porphinetetrapropionate; 2,7,12,17-Porphi",4180186
2052490298,"Bis(nitrato)dioxouranium; Uranium oxynitrate; Uranium nitrate; Bis(nitrato-o,o')dioxouranium; Bis(nitrato-ko)(dioxo)uranium; Uranyl nitric acid; Uranyl dinitrate; Bis(nitrato-o)dioxouranium; Dinitratodioxouranium; CHEBI:25520",4180186
2052490304,238-U; Uranium I ((238)U); Depleted uranium; DU; Uranium 238; 238U; CHEBI:27214,4180186
2052490314,Uranium fluoride; uranium(6+) fluoride; Hexafluoridouranium; UF6; Hexafluorouranium; CHEBI:30235,4180186
2052490322,"5-Aminouracil mustard; 5-N,N-Bis(2-chloroethyl)aminouracil; 5-Bis(2-chloroethyl)amino-2,4(1H,3H)-pyrimidinedione; 5-Di(beta-chloroethyl)aminouracil; Uracil nitrogen mustard; 5-(Di-2-chloroethyl)aminouracil; Aminouracil mustard; CHEBI:9884",4180186
2052490323,FEMA 3247; N-UNDECYLENIC ACID (10-1); Omega-Hendecenoic acid; Omega-Undecenoic acid; Renselin; Sevinon; Undec-10-enoic acid; UNDECEN-10-ACID-1; Undecenoic acid; 10-Undecylenic acid; 10-Henedecenoic acid; 10-Hendecenoic acid; 10-Hendecenoic; 9-Undecenoic a,4180186
2052490373,4-Hydroxy-Benzeneethanamine; Uteramine; Systogene; Tenosin-wirkstoff; Tocosine; 4-(2-Aminoethyl)-Phenol; 4-(2-Aminoethyl)-phenol(thyramin); Tyramin; Tyramine base; Tyrosamine; p-(2-Aminoethyl)phenol; P-beta-Aminoethylphenol; 4- (2-Aminoethyl)-Phenol; 2-(p,4180186
2052490379,Tungsten ion; Wolfram; Wolframium; Tunsten; CHEBI:30517,4180186
2052490410,"Isoquinoline Alkaloid; Tubarine; D-Tubocurarine Chloride; D-Tubocurarine; 7',12'-Dihydroxy-6,6'-dimethoxy-2,2',2'-trimethyltubocuraranium; (+)-tubocurarine; Tubocurarin; Tubocurarine Chloride; Tubocurarinum; CHEBI:9774",4180186
2052490421,Romozin; Rezulin; Resulin; Noscal; CHEBI:9753,4180186
2052490425,T2; (3)H2; CHEBI:29298,4180186
2052490439,SnHPh3; Triphenyl tin; Triphenyl-Stannane; Triphenylstannane; Triphenylstannyl hydride; Triphenylstannylium; Triphenyltin; SnHPh3; CHEBI:30537,4180186
2052490441,SnPh3(+); Triphenylstannylium; SnPh3(+); CHEBI:27139,4180186
2052490443,"Isochrysene; 9,10-Benzophenanthrene; Benzo(l)phenanthrene; 9,10-Benzphenanthrene; 1,2,3,4-Dibenznaphthalene; CHEBI:33080",4180186
2052490452,"Trimeprimina; Tripress; Trimipraminum; Trimipramina; Trimineurin; Trimidura; RP-7162; Sapilent; Stangyl; Trimeproprimine; Trimeprimine; Surmontil; 10,11-dihydro-N,N,beta-Trimethyl-5H-dibenzb,Fazepine-5-propanamine; 5-(gamma-dimethylamino-beta-Methylpropyl",4180186
2052490453,CI-898; Neutrexin; TMQ; TMX; Trimetrexato; Trimetrexatum; Trimetrexic acid; CHEBI:119101,4180186
2052490458,Trimethylarsane oxide; (CH3)3As=O; Trimethylarsorane oxide; CHEBI:27131,4180186
2052490459,(CH3)3As; Trimethylarsenic; Trimethylarsane; AsMe3; CHEBI:27130,4180186
2052490463,"TMAO; Trimethylamine oxide; Trimethylamine-N-oxide; Triox; N,N-Dimethylmethanamine N-oxide; TMA-oxide; CHEBI:15724",4180186
2052490464,"N-Trimethylamine; N,N-Dimethyl-Methanamine; Dimethylmethaneamine; Trimethylamine aqueous solution; Trimethylamine anhydrous; TMA; CHEBI:18139",4180186
2052490466,Minoale; Troxidone; Trimethinum; Trimethdione; Trimethadionum; Trim\u00e9thadione; Trimethadion; Trimetadione; Tridione; CHEBI:131804,4180186
2052490467,"Caswell No. 893A; Carbamic acid, methyl-, 3,4,5-trimethylphenyl ester; Carbamic acid, methyl-, 3,4,5-trimethylphenyl ester (7ci); Landrin-3,4,5; Landrin a; Shell SD-8530; Broot; 3,4,5-Trimethylphenyl N-methylcarbamate; 3,4,5-Trimethylphenyl methylcarbamat",4180186
2052490469,Pacitane; Benzhexol Hydrochloride; Trihexyphenidylum; Pakisonal; Altant; Parales; Parcisol; Benzhexol; Atan; Apo-trihex; Artane; Artine; Triphenidyl; Pargitan; Broflex; Parkin; Parkinane; Parkines; Parkinidyl; Parkisan; Parkitane; Parkizol; Tonaril; Trihe,4180186
2052490474,Triflupromazina; 10-(3-(Dimethylamino)propyl)-2-(trifluoromethyl)phenothiazine; 2-(Trifluoromethyl)promazine; 2-Trifluoromethyl-10-(gamma-dimethylaminopropyl)phenothiazine; Fluopromazine; Triflupromazin; Triflupromazinum; Vesprin; CHEBI:9711,4180186
2052490476,Trifluroperizine; Trifluperazine; Trifluoroperazine; Trifluoromethylperazine; Trifluoromethyl-10-(3'-(1-methyl-4-piperazinyl)propyl)phenothiazine; Trifluoperazinum; Trifluoperazina; Trifluoperazin; Trifluoperaz; Eskazinyl; Eskazine; 10-3-(4-METHYL-piperaz,4180186
2052490484,TEOA; Thiofaco T-35; Tri(hydroxyethyl)amine; Triethanolamin; Triethanolamin-NG; Triethanolamine condensate polymer; Triethanolamine homopolymer; Triethylolamine; Trihydroxyethylamine; Trolamine (NF); Tea (amino alcohol); Sting-kill; Sterolamide; Sodium is,4180186
2052490487,(S)-2-Aminotridecanoic acid; 2S-Amino-tridecanoic acid; N-Tridecanoic acid; N-Tridecoate; N-Tridecoic acid; (S)-2-Aminotridecanoate; 2S-Amino-tridecanoate; Tridecylate; Tridecanoate; Tridecylic acid; N-Tridecanoate; CHEBI:45919,4180186
2052490488,Tricyclohexylzinnhydroxid; Cyhexatin; Tricyclohexylstannanol; Hydroxytricyclohexylstannane; Plyctran; Tricyclohexylhydroxystannane; Tricyclohexylstannium hydroxide; Tricyclohexylhydroxytin; CHEBI:4036,4180186
2052490489,"2,4,4'-Trichloro-2'-hydroxydiphenyl ether; Irgasan DP 30; Stri-Dex cleansing bar; Triclosanum; 5-Chloro-2-(2,4-dichloro-phenoxy)-phenol; DERMAPROT; 5-chloro-2-(2, 4-dichlorophenoxy)phenol; CHEBI:164200",4180186
2052490498,"Ethinyl trichloride; Ethylene trichloride; Fleck-flip; Flock flip; Fluate; 1,1,2-Trichloroethene; Gemalgene; Germalgene; Lanadin; Dow-tri; 1,1,1-Trichloroethylene; 1,1,2-Trichloro-Ethene; Trilene; Trichlooretheen; Tric hloroethene; Triasol; Tri-plus m; Tr",4180186
2052490499,"Aceto-Caustin; Trichloro-Acetic acid; Trichloroacetate; Trichloroacetic acid solid (DOT); Konesta; Kyselina trichloroctova; TKhUK; Trichloroacetic acid solution (DOT); Trichloroethanoic acid; TCA; TKhU; Trichloressigsaeure; Trichloressigsaure; 2,2,2-Trich",4180186
2052490500,"(+-)-Trichlorfon; Metrifonatum; Metrifonato; Metrifonate; Methyl chlorophos; Chlorophos; 1-Hydroxy-2,2,2-trichloroethylphosphonic acid dimethyl ester; CHEBI:6908",4180186
2052490503,Tributyltin ion; TBT; Tin tributyl hydride; Tri-n-butyl tin maleate; Tri-n-butylstannane hydride; Tri-n-butyltin; Tributyl tin; Tributylstannane; Tributylstannic hydride; Tributyltin hydride; Tributyltin ion (1+); CHEBI:27086,4180186
2052490508,"METHYL 2-4-methoxy-6-methyl-1,3,5-trazin-2-yl(methyl)carbamoylsulfamoylbenzoate; Sulfmethmeton-methyl; Tribenuron methyl; Methyl 2-({(4-methoxy-6-methyl-1,3,5-triazin-2-yl)(methyl)aminocarbonyl}amino)sulfonylbenzoate; Tribenuron methyl ester; CHEBI:9678",4180186
2052490509,Triazolamum; Arring; Apo-Triazo; Asasion; Ascomarna; DEA No. 2887; Halcion; Songar; CHEBI:9674,4180186
2052490512,"Tristoject; Nasacort; 9alpha-Fluoro-11beta,16alpha,17,21-tetrahydroxypregna-1,4-diene-3,20-dione; 9-Fluoro-11beta,16alpha,17,21-tetrahydroxypregna-1,4-diene-3,20-dione; 11beta,16alpha,17alpha,21-Tetrahydroxy-9alpha-fluoro-1,4-pregnadiene-3,20-dione; Tiamc",4180186
2052490521,Adozelesin; Adosar; Tri-N-butylaluminum; Ferrocytochrome c2; CHEBI:16707,4180186
2052490525,"Desyrel Dividose; Trittico; Trialodine; Trazorel; Trazodonum; Trazodona; Thombran; Oleptro; Molipaxin; Mesyrel; Desyrel; Desirel; Deprax; Beneficat; 2-(3-4-(3-Chlorophenyl)-1-piperazinylpropyl)1,2,4triazolo4,3-apyridin-3(2H)-one; CHEBI:9654",4180186
2052490546,trans-3-Phenylacrylate; trans-3-Phenyl-2-propenoate; (2E)-2-Phenyl-2-propenoate; (2E)-2-Phenyl-2-propenoic acid; (2E)-3-Phenyl-2-propenoate; (2E)-3-phenyl-2-Propenoic acid; (E)-3-Phenylacrylate; (E)-3-Phenylacrylic acid; (E)-3-Phenylprop-2-enoate; (E)-3-P,4180186
2052490547,Chlordane gamma; Beta-chlordane; b-Chlordane; b-Chlordan; Chlordane trans; trans-Chlordan; Trans-gamma-chlordane; Trans-(gamma)-chlordane; CHEBI:39069,4180186
2052490549,"Telone II soil fumigant; (1E)-1,3-Dichloro-1-propene; (1E)-1,3-dichloroprop-1-ene; (E)-1,3-Dichloro-1-propene; (E)-1,3-Dichloropropene; 1,3-dichloro-1-propene; 1,3-dichloro-1-propene, (E)-isomer; 1,3-dichloro-1-propene, (Z)-isomer; 1,3-Dichloro-1-propylen",4180186
2052490550,"Trans-dichloroethylene; cis-1,2-Dichloroethylene; Dichloroethylene-trans; cis or trans 1,2-Dichloroethene; Trans-1,2-Dichloroethylene; Trans-1, 2-Dichloroethene; Acetylene dichloride; SYM-dichloroethylene; Ethene,1,2-dichloro; Dioform; Trans-Di-1,2-Chloro",4180186
2052490551,Ryzolt; (+)-Tramadol; (+)-trans-2-(Dimethylaminomethyl)-1-(m-methoxyphenyl)cyclohexanol; ConZip; Durela; Ralivia; Rybix; Tramal; Tridural; Ultram; Zytram xl; CHEBI:238661,4180186
2052490552,Bengal fire ant killer; Tralomethrine; Scout x-tra; Scout; SAGA; CHEBI:39400,4180186
2052490562,"2,3:4,5-Bis-O-(1-methylethylidene)-beta-D-fructopyranose sulfamate; 2,3:4,5-Di-O-isopropylidene-beta-D-fructopyranose sulfamate; Epitomax; McN-4853; RWJ-17021; QUDEXY; Tipiramate; Tipiramato; Topamax; Topamax Sprinkle; Topiramato; Topiramatum; Topiramic a",4180186
2052490564,"Toluen-disocianato; 2,4 Toluenediisocyanate; 2,4-/2,6-Toluene diisocyanate mixture; 2,4-Diisocyanate, Toluene; 2,4-Diisocyanato-1-methylbenzene; 2,4-diisocyanato-1-methylbenzene; 2,4-Diisocyanato-1-methylbenzene (9CI); TuluylendIIsocyanat; Tolylene-2,4-di",4180186
2052490574,Methylbenzene; Toluol; Phenyl-Methane; Monomethyl benzene; Methylbenzol; Methyl-Benzene; Phenylmethane; CHEBI:17578,4180186
2052490579,"3,4-Dihydroxy-4'-methyl-5-nitrobenzophenone; (3,4-dihydroxy-5-nitrophenyl)(4-methylphenyl)methanone; Sen De Ning; Tolcapona; Tolcaponum; Tasmar; 4'-Methyl-3,4-dihydroxy-5-nitrobenzophenone; Tolcapon; 3,4-Dihydroxy-5-nitro-4'-methylbenzophenone; CHEBI:6363",4180186
2052490580,1-(hexahydro-1H-Azepin-1-yl)-3-(P-tolylsulfonyl)urea; Diabewas; Desumide; CCRIS 591; BRN 1323565; Tolinase; U 17835; U-17835; Tolazamidum; Tolazamida; Tolazamid; Tolanase; Norglycin; N-{(hexahydro-1H-azepin-1-yl)-aminocarbonyl}-4-methylbenzenesulfonamide;,4180186
2052490583,"Zitanid; Sirdalid; Sirdalud; Sirdalud MR; Sizolan; Spaslax; Telzanine; Ternelin; Tizadin; Tizaflex; Tizalud; Tizan; Tizanidin; Tizanidina; Tizanidinum; Zanaflex; Zanpeak; 5-Chloro-4-(2-imidazolin-2-ylamino)-2,1,3-benzothiadiazole; 5-chloro-4-(2-imidazolin",4180186
2052490591,"Thioguanine; Tioguanin; Tioguanina; Tioguaninum; 2-Amino-6-purinethiol; 2-Amino 6MP; 2-Amino-1,7-dihydro-6H-purine-6-thione; 2-amino-1,9-Dihydropurine-6-thione; 2-amino-1H-purine-6(7H)-thione; ThG; TG; Tabloid; Lanvis; 6-Thioguanine; 2-Aminopurine-6-thiol",4180186
2052490592,Tioconazol; Vagistat-1; Trosyl; GyneCure; Monistat 1; Trosyd; Tioconazolum; CHEBI:774389,4180186
2052490594,Tin(IV) sulphide; Stannic sulfide; Tin disulphide; CHEBI:50886,4180186
2052490595,Stannic oxide; Stannic anhydride; Flowers OF tin; Tin peroxide; Cassiterite; Stannic dioxide; Tin dioxide; Tin oxide; Stannoxyl; White tin oxide; CHEBI:52991,4180186
2052490606,"Dichlorotin; Uniston CR-HT 200; Tin(II)chloride; Tin(II) chloride (sncl2); Tin(II) chloride; Tin salts; Tin salt; Tin protochloride; Tin dichloride; Tin crystals; Tin chloride (SnCl2); Tin (II) chloride, anhydrous; Tin (II) chloride anhydrous; Tin (II) ch",4180186
2052490633,"Thorium 232; Thorium, isotope of mass 232; Thorium-232; 232Th; 90Th; CHEBI:33385",4180186
2052490635,"Tetrathiuram disulfide; Thirame; Thiramum; Thiuram; TMTD; Me2NC(S)S2, alpha,Alpha'-dithiobis(dimethylthio)formamide; Arasan; Bis((dimethylamino)carbonothioyl) disulfide; Bis(dimethyl thiocarbamoyl)disulfide; Bis(dimethyl-thiocarbamoyl)-disulfid; Bis(dimet",4180186
2052490637,"Sulourea; Tsizp 34; TOU; THU; beta-Thiopseudourea; Thiuronium; Urea, thio- (8CI); beta -thiopseudourea; Thiourea, acs; 2-Thiourea; 2-Thiopseudourea; 2-Thio-Urea; 2-Thio-Pseudourea; (NH2)2CS; Thiomocovina; Thiokarbamid; Isothiourea; Thioharnstoff; Thiurea;",4180186
2052490638,Thioplex; CHEBI:128310,4180186
2052490639,Thioril; Melleretten; Melleril; Novoridazine; Orsanil; Ridazin; Ridazine; Mellerette; Mellerets; Mellaril-S; Sonapax; Thioridazin; Thioridazine Chloride; Thioridazinum; Tioridazina; Mellaril; 10-2-(1-Methyl-2-piperidyl)ethyl-2-methylsulfanyl-phenothiazine,4180186
2052490646,"1,2-Di-(3-methoxycarbonyl-2-thioureido)benzene; Thiophanic acid-methyl; CHEBI:35014",4180186
2052490648,"Pentotex; Penthal; Pentazol; Pental Sodyum; Omexolon; Intraval Sodium; Farmotal; Ekipental; Bitol Sodium; Bitaryl; Bensulf; Anestho; 5-Ethyl-5-(1-methyl-butyl)-2-thioxo-dihydro-pyrimidine-4,6-dione; 2-Thio-5-ethyl-5-sec-pentylbarbituric acid; (+-)-Thiopen",4180186
2052490651,Sodium salt of 2-(carboxyphenyl)thioethylmercury; ((o-carboxyphenyl)thio) ethylmercury sodium salt; 2-(Ethylmercuriomercapto)benzoic acid sodium salt; Estivin; Ethyl (sodium o-mercaptobenzoato)mercury; ethyl(2-mercaptobenzoato-S)mercury sodium salt; Ethyl,4180186
2052490652,Sn(II); Sn(4+); Tin flake; Stanum; Sn(IV); Sn; Sn(2+); Tin(IV) ion; Tin(II) ion; Tin(4+) ion; Tin(2+) ion; Tin powder; CHEBI:32990,4180186
2052490654,Tiagabina; Tiagabinum; Gabitril; CHEBI:222170,4180186
2052490659,"Thiofanocarb; Thiophanox; 3,3-Dimethyl-1-methylthiobutanone O-methylcarbamoyloxime; Benelux; Caswell No. 368BB; Dacamox; RCRA waste no. P045; Rcra waste number P045; CHEBI:38549",4180186
2052490660,"(3EZ,12EZ)-3,7,9,13-tetramethyl-5,11-dioxa-2,8,14-trithia-4,7,9,12-tetraazapentadeca-3,12-diene-6,10-dione; Dimethyl N,N\u2032-thiobis(methylimino)carbonyloxybisethanimidothioate; CHEBI:38548",4180186
2052490661,Thiocyanate ion; Thiocyanic acid; Thiocyanid; Weedazol TL; Ammonium sulfocyanate; Nitrodithiocarbone(1-); Nitrodothiocarbonate; Nitridosulfanidocarbon; Rhodanid; Rhodanide; SCN; CHEBI:18022,4180186
2052490670,Vinothiam; Vetalin S; Trophite; Betalin S; Betaxin; Berin; Bethiazine; Beuion; Bevitex; Bevitine; Bewon; Biamine; Bithiamin; Biuno; Bivatin; Bequin; Bivita; Cernevit-12; Clotiamina; Eskapen; Eskaphen; Benerva; Begiolan; Bedome; Beatine; Apate drops; Antib,4180186
