concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
2052494482,Vanadocene dichloride,Observation,OMOP Exposome,Substance,S,12083-48-6,2014-12-24,2099-12-31,
2052494483,Versutoxin,Observation,OMOP Exposome,Substance,S,114264-83-4,2014-12-24,2099-12-31,
2052494484,Zinc chromate hydroxide,Observation,OMOP Exposome,Substance,S,15930-94-6,2014-12-24,2099-12-31,
2052494485,Toluene diisocyanate,Observation,OMOP Exposome,Substance,S,86-91-9,2014-12-24,2099-12-31,
2052494486,Toluenesulfonylmethyl isocyanide,Observation,OMOP Exposome,Substance,S,36635-61-7,2014-12-24,2099-12-31,
2052494487,Toxiferine,Observation,OMOP Exposome,Substance,S,6888-23-9,2014-12-24,2099-12-31,
2052494488,Toxin A (Clostridium difficile),Observation,OMOP Exposome,Substance,S,GIS1010080,2024-09-14,2099-12-31,
2052494489,Toxin B (Clostridium difficile),Observation,OMOP Exposome,Substance,S,GIS1010106,2024-09-14,2099-12-31,
2052494490,Toxin T2 tetrol,Observation,OMOP Exposome,Substance,S,34114-99-3,2014-12-24,2099-12-31,
2052494491,Trace Element,Observation,OMOP Exposome,Substance,S,GIS1010132,2024-09-14,2099-12-31,
2052494492,Tralkoxydim,Observation,OMOP Exposome,Substance,S,87820-88-0,2014-12-24,2099-12-31,
2052494493,Tralomethrin,Observation,OMOP Exposome,Substance,S,66841-25-6,2014-12-24,2099-12-31,
2052494494,"trans-1,2-Dichloroethene",Observation,OMOP Exposome,Substance,S,156-60-5,2014-12-24,2099-12-31,
2052494495,White Phosphorus,Observation,OMOP Exposome,Substance,S,12185-10-3,2014-12-24,2099-12-31,
2052494496,Xanthomegnin,Observation,OMOP Exposome,Substance,S,1685-91-2,2014-12-24,2099-12-31,
2052494497,Xantocillin,Observation,OMOP Exposome,Substance,S,580-74-5,2014-12-24,2099-12-31,
2052494498,"xi-2,3-Dimethylhexane",Observation,OMOP Exposome,Substance,S,584-94-1,2014-12-24,2099-12-31,
2052494499,Zinc hydride,Observation,OMOP Exposome,Substance,S,14018-82-7,2014-12-24,2099-12-31,
2052494500,Zinc molybdate,Observation,OMOP Exposome,Substance,S,13767-32-3,2014-12-24,2099-12-31,
2052494501,Zinc nitrate,Observation,OMOP Exposome,Substance,S,7779-88-6,2014-12-24,2099-12-31,
2052494502,Zinc oleate,Observation,OMOP Exposome,Substance,S,557-07-3,2014-12-24,2099-12-31,
2052494503,Zinc permanganate,Observation,OMOP Exposome,Substance,S,23414-72-4,2014-12-24,2099-12-31,
2052494504,Zinc phenolsulfate,Observation,OMOP Exposome,Substance,S,127-82-2,2014-12-24,2099-12-31,
2052494505,Tricyclohexyltin hydroxide,Observation,OMOP Exposome,Substance,S,13121-70-5,2014-12-24,2099-12-31,
2052494506,Tridecanoic acid,Observation,OMOP Exposome,Substance,S,638-53-9,2014-12-24,2099-12-31,
2052494507,Tridemorph,Observation,OMOP Exposome,Substance,S,81412-43-3,2014-12-24,2099-12-31,
2052494508,Trieicosylaluminum,Observation,OMOP Exposome,Substance,S,1529-57-3,2014-12-24,2099-12-31,
2052494509,Triethylaluminium,Observation,OMOP Exposome,Substance,S,97-93-8,2014-12-24,2099-12-31,
2052494510,Triethyloxonium hexachloroantimonate,Observation,OMOP Exposome,Substance,S,3264-67-3,2014-12-24,2099-12-31,
2052494511,Triethyltin bromide,Observation,OMOP Exposome,Substance,S,2767-54-6,2014-12-24,2099-12-31,
2052494512,Trifloxystrobin,Observation,OMOP Exposome,Substance,S,141517-21-7,2014-12-24,2099-12-31,
2052494513,Trifloxysulfuron-sodium,Observation,OMOP Exposome,Substance,S,199119-58-9,2014-12-24,2099-12-31,
2052494514,Triflumizole,Observation,OMOP Exposome,Substance,S,68694-11-1,2014-12-24,2099-12-31,
2052494515,Trifluoromethyl isocyanide,Observation,OMOP Exposome,Substance,S,105879-13-8,2014-12-24,2099-12-31,
2052494516,Triflusulfuron-methyl,Observation,OMOP Exposome,Substance,S,126535-15-7,2014-12-24,2099-12-31,
2052494517,Trihexadecylaluminum,Observation,OMOP Exposome,Substance,S,1726-65-4,2014-12-24,2099-12-31,
2052494518,Triisobutylaluminum,Observation,OMOP Exposome,Substance,S,100-99-2,2014-12-24,2099-12-31,
2052494519,Trimethylamine N-oxide,Observation,OMOP Exposome,Substance,S,1184-78-7,2014-12-24,2099-12-31,
2052494520,Trimethylantimony bromide,Observation,OMOP Exposome,Substance,S,5835-64-3,2014-12-24,2099-12-31,
2052494521,Trimethylantimony dichloride,Observation,OMOP Exposome,Substance,S,13059-67-1,2014-12-24,2099-12-31,
2052494522,Trimethylantimony diiodide,Observation,OMOP Exposome,Substance,S,13077-53-7,2014-12-24,2099-12-31,
2052494523,Trimethylarsine,Observation,OMOP Exposome,Substance,S,593-88-4,2014-12-24,2099-12-31,
2052494524,Trimethylarsine oxide,Observation,OMOP Exposome,Substance,S,4964-14-1,2014-12-24,2099-12-31,
2052494525,Trimethyloxonium hexachlorantimonate,Observation,OMOP Exposome,Substance,S,54075-76-2,2014-12-24,2099-12-31,
2052494526,Trimethylsilyl cyanide,Observation,OMOP Exposome,Substance,S,7677-24-9,2014-12-24,2099-12-31,
2052494527,Trimethyltin chloride,Observation,OMOP Exposome,Substance,S,1066-45-1,2014-12-24,2099-12-31,
2052494528,Trioctyltin stannane,Observation,OMOP Exposome,Substance,S,869-59-0,2014-12-24,2099-12-31,
2052494529,Zoxamide,Observation,OMOP Exposome,Substance,S,156052-68-5,2014-12-24,2099-12-31,
2052494530,Tris(dimethylamino)antimony,Observation,OMOP Exposome,Substance,S,7289-92-1,2014-12-24,2099-12-31,
2052494531,Tris(dodecyl)aluminum,Observation,OMOP Exposome,Substance,S,1529-59-5,2014-12-24,2099-12-31,
2052494532,Tris(ethylenediamine)cobalt(III) chloride,Observation,OMOP Exposome,Substance,S,207802-43-5,2014-12-24,2099-12-31,
2052494533,Tris(o-tolyl)antimony,Observation,OMOP Exposome,Substance,S,23822-15-3,2014-12-24,2099-12-31,
2052494534,Tris(p-tolyl)antimony,Observation,OMOP Exposome,Substance,S,5395-43-7,2014-12-24,2099-12-31,
2052494535,Tritetradecylaluminum,Observation,OMOP Exposome,Substance,S,1529-58-4,2014-12-24,2099-12-31,
2052494536,Triticonazole,Observation,OMOP Exposome,Substance,S,131983-72-7,2014-12-24,2099-12-31,
2052494537,Triuranium octaoxide,Observation,OMOP Exposome,Substance,S,1344-59-8,2014-12-24,2099-12-31,
2052494538,Tryparsamide,Observation,OMOP Exposome,Substance,S,554-72-3,2014-12-24,2099-12-31,
2052494539,Tetrabromobisphenol A,Observation,OMOP Exposome,Substance,S,79-94-7,2014-12-24,2099-12-31,
2052494540,Tetrabromodiphenyl ethers,Observation,OMOP Exposome,Substance,S,40088-47-9,2014-12-24,2099-12-31,
2052494541,Tetrabromomethane,Observation,OMOP Exposome,Substance,S,558-13-4,2014-12-24,2099-12-31,
2052494542,Tetrabutylantimony(V) bromide,Observation,OMOP Exposome,Substance,S,45212-19-9,2014-12-24,2099-12-31,
2052494543,Tetrabutyltin,Observation,OMOP Exposome,Substance,S,1461-25-2,2014-12-24,2099-12-31,
2052494544,Tetracene,Observation,OMOP Exposome,Substance,S,92-24-0,2014-12-24,2099-12-31,
2052494545,Tetrachlorobisphenol A,Observation,OMOP Exposome,Substance,S,79-95-8,2014-12-24,2099-12-31,
2052494546,Tyrosinase,Observation,OMOP Exposome,Substance,S,P14679,2024-09-14,2099-12-31,
2052494547,Tyrosine 3-monooxygenase,Observation,OMOP Exposome,Substance,S,P07101,2024-09-14,2099-12-31,
2052494548,"Tyrosine--tRNA ligase, cytoplasmic",Observation,OMOP Exposome,Substance,S,P54577,2024-09-14,2099-12-31,
2052494549,"Tyrosine--tRNA ligase, mitochondrial",Observation,OMOP Exposome,Substance,S,Q9Y2Z4,2024-09-14,2099-12-31,
2052494550,Vanadyl acetylacetonate,Observation,OMOP Exposome,Substance,S,3153-26-2,2014-12-24,2099-12-31,
2052494551,Uroporphyrin I,Observation,OMOP Exposome,Substance,S,607-14-7,2018-03-21,2099-12-31,
2052494552,Uroporphyrin III,Observation,OMOP Exposome,Substance,S,18273-06-8,2018-03-21,2099-12-31,
2052494553,Valine--tRNA ligase,Observation,OMOP Exposome,Substance,S,P26640,2024-09-14,2099-12-31,
2052494554,Thiophanate-methyl,Observation,OMOP Exposome,Substance,S,23564-05-8,2014-12-24,2099-12-31,
2052494555,Thiourea,Observation,OMOP Exposome,Substance,S,62-56-6,2014-12-24,2099-12-31,
2052494556,Thioxanthene,Observation,OMOP Exposome,Substance,S,GIS1010069,2024-09-14,2099-12-31,
2052494557,Thorin,Observation,OMOP Exposome,Substance,S,3688-92-4,2014-12-24,2099-12-31,
2052494558,"Threonine--tRNA ligase, cytoplasmic",Observation,OMOP Exposome,Substance,S,P26639,2024-09-14,2099-12-31,
2052494559,"Threonine--tRNA ligase, mitochondrial",Observation,OMOP Exposome,Substance,S,Q9BW92,2024-09-14,2099-12-31,
2052494560,Thrombolytic Agent,Observation,OMOP Exposome,Substance,S,GIS1010072,2024-09-14,2099-12-31,
2052494561,Thromboxane-A synthase,Observation,OMOP Exposome,Substance,S,P24557,2024-09-14,2099-12-31,
2052494562,Tillam sulfoxide,Observation,OMOP Exposome,Substance,S,51892-60-5,2014-12-24,2099-12-31,
2052494563,Tin chloride,Observation,OMOP Exposome,Substance,S,7646-78-8,2014-12-24,2099-12-31,
2052494564,Tin selenide,Observation,OMOP Exposome,Substance,S,1315-06-0,2014-12-24,2099-12-31,
2052494565,Tin telluride,Observation,OMOP Exposome,Substance,S,12040-02-7,2014-12-24,2099-12-31,
2052494566,Tin(II) bromide,Observation,OMOP Exposome,Substance,S,10031-24-0,2014-12-24,2099-12-31,
2052494567,Tin(II) chloride (SnCl2),Observation,OMOP Exposome,Substance,S,7772-99-8,2014-12-24,2099-12-31,
2052494568,Tin(II) fluoroborate,Observation,OMOP Exposome,Substance,S,13814-97-6,2014-12-24,2099-12-31,
2052494569,Veratramine,Observation,OMOP Exposome,Substance,S,60-70-8,2014-12-24,2099-12-31,
2052494570,Vernolate,Observation,OMOP Exposome,Substance,S,1929-77-7,2014-12-24,2099-12-31,
2052494571,Verrucarin A,Observation,OMOP Exposome,Substance,S,3148-09-2,2014-12-24,2099-12-31,
2052494572,Verrucarin B,Observation,OMOP Exposome,Substance,S,2290-11-1,2014-12-24,2099-12-31,
2052494573,Verrucarin J,Observation,OMOP Exposome,Substance,S,4643-58-7,2014-12-24,2099-12-31,
2052494574,Verrucarol,Observation,OMOP Exposome,Substance,S,2198-92-7,2014-12-24,2099-12-31,
2052494575,Verrucosidin,Observation,OMOP Exposome,Substance,S,88389-71-3,2014-12-24,2099-12-31,
2052494576,Titanium(III) phosphide,Observation,OMOP Exposome,Substance,S,12037-65-9,2014-12-24,2099-12-31,
2052494577,Tityustoxin (Tityus serrulatus ),Observation,OMOP Exposome,Substance,S,39465-37-7,2014-12-24,2099-12-31,
2052494578,Tocolytic Agent,Observation,OMOP Exposome,Substance,S,GIS1010078,2024-09-14,2099-12-31,
2052494579,Triosephosphate isomerase,Observation,OMOP Exposome,Substance,S,P60174,2024-09-14,2099-12-31,
2052494580,Spermine synthase,Observation,OMOP Exposome,Substance,S,P52788,2024-09-14,2099-12-31,
2052494581,Sphingomyelin phosphodiesterase,Observation,OMOP Exposome,Substance,S,P17405,2024-09-14,2099-12-31,
2052494582,Sphingomyelinase D (Loxosceles intermedia),Observation,OMOP Exposome,Substance,S,9031-54-3,2014-12-24,2099-12-31,
2052494583,Sphondin,Observation,OMOP Exposome,Substance,S,483-66-9,2014-12-24,2099-12-31,
2052494584,Spirodiclofen,Observation,OMOP Exposome,Substance,S,148477-71-8,2014-12-24,2099-12-31,
2052494585,"trans-1,3-Dichloropropene",Observation,OMOP Exposome,Substance,S,10061-02-6,2014-12-24,2099-12-31,
2052494586,Trans-3-hydroxy-L-proline dehydratase,Observation,OMOP Exposome,Substance,S,Q96EM0,2024-09-14,2099-12-31,
2052494587,trans-Chlordane,Observation,OMOP Exposome,Substance,S,5103-74-2,2014-12-24,2099-12-31,
2052494588,trans-Cinnamic acid,Observation,OMOP Exposome,Substance,S,140-10-3,2014-12-24,2099-12-31,
2052494589,trans-Diamminedichloro-palladium(II),Observation,OMOP Exposome,Substance,S,13782-33-7,2014-12-24,2099-12-31,
2052494590,trans-Diamminedinitro-palladium(II),Observation,OMOP Exposome,Substance,S,28068-05-5,2014-12-24,2099-12-31,
2052494591,trans-Dichlorobis-(triphenylphosphine) palladium(II),Observation,OMOP Exposome,Substance,S,965-03-2,2014-12-24,2099-12-31,
2052494592,trans-Dichlorobis(ethylenediamine)cobalt(III) chloride,Observation,OMOP Exposome,Substance,S,14040-33-6,2014-12-24,2099-12-31,
2052494593,Tremolite Asbestos,Observation,OMOP Exposome,Substance,S,77536-68-6,2014-12-24,2099-12-31,
2052494594,Tri-n-butylaluminum,Observation,OMOP Exposome,Substance,S,16-70-7,2014-12-24,2099-12-31,
2052494595,Tri-n-decylaluminum,Observation,OMOP Exposome,Substance,S,1726-66-5,2014-12-24,2099-12-31,
2052494596,Tri-n-hexylaluminum,Observation,OMOP Exposome,Substance,S,1116-73-0,2014-12-24,2099-12-31,
2052494597,Tri-n-octyltin chloride,Observation,OMOP Exposome,Substance,S,2587-76-0,2014-12-24,2099-12-31,
2052494598,Tri-n-ocylaluminum,Observation,OMOP Exposome,Substance,S,1070-00-4,2014-12-24,2099-12-31,
2052494599,Triacetoxyscirpenol,Observation,OMOP Exposome,Substance,S,4297-61-4,2014-12-24,2099-12-31,
2052494600,Triadimefon,Observation,OMOP Exposome,Substance,S,43121-43-3,2014-12-24,2099-12-31,
2052494601,Triadimenol,Observation,OMOP Exposome,Substance,S,55219-65-3,2014-12-24,2099-12-31,
2052494602,Triallate,Observation,OMOP Exposome,Substance,S,2303-17-5,2014-12-24,2099-12-31,
2052494603,Xylylcarb,Observation,OMOP Exposome,Substance,S,2425-10-7,2014-12-24,2099-12-31,
2052494604,Ytterbium(III) bromide,Observation,OMOP Exposome,Substance,S,13759-89-2,2014-12-24,2099-12-31,
2052494605,Yttrium barium copper oxide,Observation,OMOP Exposome,Substance,S,107539-20-8,2014-12-24,2099-12-31,
2052494606,Yttrium(III) arsenide,Observation,OMOP Exposome,Substance,S,12255-48-0,2014-12-24,2099-12-31,
2052494607,Zinc ammonium chloride,Observation,OMOP Exposome,Substance,S,14639-97-5,2014-12-24,2099-12-31,
2052494608,Zinc ammonium sulfate,Observation,OMOP Exposome,Substance,S,7783-24-6,2014-12-24,2099-12-31,
2052494609,Zinc antimonide,Observation,OMOP Exposome,Substance,S,12039-35-9,2014-12-24,2099-12-31,
2052494610,Zinc arsenate,Observation,OMOP Exposome,Substance,S,13464-44-3,2014-12-24,2099-12-31,
2052494611,Zinc arsenide,Observation,OMOP Exposome,Substance,S,12006-40-5,2014-12-24,2099-12-31,
2052494612,Zinc arsenite,Observation,OMOP Exposome,Substance,S,10326-24-6,2014-12-24,2099-12-31,
2052494613,Zinc beryllium silicate,Observation,OMOP Exposome,Substance,S,39413-47-3,2014-12-24,2099-12-31,
2052494614,Zinc borate,Observation,OMOP Exposome,Substance,S,1332-07-6,2014-12-24,2099-12-31,
2052494615,Zinc cadmium sulfide,Observation,OMOP Exposome,Substance,S,68583-45-9,2014-12-24,2099-12-31,
2052494616,Zinc chlorate,Observation,OMOP Exposome,Substance,S,10361-95-2,2014-12-24,2099-12-31,
2052494617,Zinc chromate,Observation,OMOP Exposome,Substance,S,13530-65-9,2014-12-24,2099-12-31,
2052494618,Zinc dichromate,Observation,OMOP Exposome,Substance,S,14018-95-2,2014-12-24,2099-12-31,
2052494619,Zinc dithionite,Observation,OMOP Exposome,Substance,S,7779-86-4,2014-12-24,2099-12-31,
2052494620,Zinc dithiophosphate,Observation,OMOP Exposome,Substance,S,19210-06-1,2014-12-24,2099-12-31,
2052494621,Zinc fluoride,Observation,OMOP Exposome,Substance,S,7783-49-5,2014-12-24,2099-12-31,
2052494622,Zinc formate,Observation,OMOP Exposome,Substance,S,557-41-5,2014-12-24,2099-12-31,
2052494623,Trichloronitroso-methane,Observation,OMOP Exposome,Substance,S,3711-49-7,2014-12-24,2099-12-31,
2052494624,Trichodermin,Observation,OMOP Exposome,Substance,S,4682-50-2,2014-12-24,2099-12-31,
2052494625,Trichodermol,Observation,OMOP Exposome,Substance,S,2198-93-8,2014-12-24,2099-12-31,
2052494626,Trichothecin,Observation,OMOP Exposome,Substance,S,6379-69-7,2014-12-24,2099-12-31,
2052494627,Trichothecolone,Observation,OMOP Exposome,Substance,S,2199-06-6,2014-12-24,2099-12-31,
2052494628,Swainsonine,Observation,OMOP Exposome,Substance,S,72741-87-8,2014-12-24,2099-12-31,
2052494629,Swep,Observation,OMOP Exposome,Substance,S,1918-18-9,2014-12-24,2099-12-31,
2052494630,Symmetric dimethylarginine,Observation,OMOP Exposome,Substance,S,30344-00-4,2014-12-24,2099-12-31,
2052494631,Taicatoxin,Observation,OMOP Exposome,Substance,S,112154-17-3,2014-12-24,2099-12-31,
2052494632,Taipoxin,Observation,OMOP Exposome,Substance,S,52019-39-3,2014-12-24,2099-12-31,
2052494633,Tamapin,Observation,OMOP Exposome,Substance,S,508220-81-3,2014-12-24,2099-12-31,
2052494634,Tantalum(III) aluminide,Observation,OMOP Exposome,Substance,S,12004-76-1,2014-12-24,2099-12-31,
2052494635,Tantalum(V) bromide,Observation,OMOP Exposome,Substance,S,13451-11-1,2014-12-24,2099-12-31,
2052494636,Tartrate-resistant acid phosphatase type 5,Observation,OMOP Exposome,Substance,S,P13686,2024-09-14,2099-12-31,
2052494637,Tau-fluvalinate,Observation,OMOP Exposome,Substance,S,102851-06-9,2014-12-24,2099-12-31,
2052494638,Tazimcarb,Observation,OMOP Exposome,Substance,S,40085-57-2,2014-12-24,2099-12-31,
2052494639,TCMTB,Observation,OMOP Exposome,Substance,S,21564-17-0,2014-12-24,2099-12-31,
2052494640,Tebbe's reagent,Observation,OMOP Exposome,Substance,S,67719-69-1,2014-12-24,2099-12-31,
2052494641,Tebufenozide,Observation,OMOP Exposome,Substance,S,112410-23-8,2014-12-24,2099-12-31,
2052494642,Tebufenpyrad,Observation,OMOP Exposome,Substance,S,119168-77-3,2014-12-24,2099-12-31,
2052494643,Triphenylantimony,Observation,OMOP Exposome,Substance,S,603-36-1,2014-12-24,2099-12-31,
2052494644,Triphenylantimony diacetate,Observation,OMOP Exposome,Substance,S,1538-62-1,2014-12-24,2099-12-31,
2052494645,Triphenylantimony dibenzoate,Observation,OMOP Exposome,Substance,S,57997-56-5,2014-12-24,2099-12-31,
2052494646,Triphenylantimony dichloride,Observation,OMOP Exposome,Substance,S,594-31-0,2014-12-24,2099-12-31,
2052494647,Triphenylarsine,Observation,OMOP Exposome,Substance,S,603-32-7,2014-12-24,2099-12-31,
2052494648,Triphenylcarbenium hexachloroantimonate,Observation,OMOP Exposome,Substance,S,52704-88-8,2014-12-24,2099-12-31,
2052494649,Triphenylene,Observation,OMOP Exposome,Substance,S,217-59-4,2014-12-24,2099-12-31,
2052494650,Triphenylthioantimonate,Observation,OMOP Exposome,Substance,S,28609-58-7,2014-12-24,2099-12-31,
2052494651,Triphenyltin,Observation,OMOP Exposome,Substance,S,668-34-8,2014-12-24,2099-12-31,
2052494652,Triphenyltin chloride,Observation,OMOP Exposome,Substance,S,639-58-7,2014-12-24,2099-12-31,
2052494653,Triphenyltin hydride,Observation,OMOP Exposome,Substance,S,892-20-6,2014-12-24,2099-12-31,
2052494654,Tris(1-naphthyl)antimony,Observation,OMOP Exposome,Substance,S,27309-70-2,2014-12-24,2099-12-31,
2052494655,Tris(2-chloroethyl)phosphate,Observation,OMOP Exposome,Substance,S,115-96-8,2014-12-24,2099-12-31,
2052494656,Tris(3-(trifluoromethyl)phenyl)antimony,Observation,OMOP Exposome,Substance,S,386-91-4,2014-12-24,2099-12-31,
2052494657,Tris(4-bromophenyl)aminium hexachloroantimonate,Observation,OMOP Exposome,Substance,S,24964-91-8,2014-12-24,2099-12-31,
2052494658,Tris(4-bromophenyl)antimony,Observation,OMOP Exposome,Substance,S,17946-45-1,2014-12-24,2099-12-31,
2052494659,Tris(8-hydroxyquinolinato)aluminium,Observation,OMOP Exposome,Substance,S,2085-33-8,2014-12-24,2099-12-31,
2052494660,Terbacil,Observation,OMOP Exposome,Substance,S,5902-51-2,2014-12-24,2099-12-31,
2052494661,Terbium(III) bromide,Observation,OMOP Exposome,Substance,S,14456-47-4,2014-12-24,2099-12-31,
2052494662,Terbucarb,Observation,OMOP Exposome,Substance,S,1918-11-2,2014-12-24,2099-12-31,
2052494663,Territrem A,Observation,OMOP Exposome,Substance,S,70407-19-1,2014-12-24,2099-12-31,
2052494664,Territrem B,Observation,OMOP Exposome,Substance,S,70407-20-4,2014-12-24,2099-12-31,
2052494665,Territrem C,Observation,OMOP Exposome,Substance,S,89020-33-7,2014-12-24,2099-12-31,
