concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
"2061504257","Yeast|Urine|Hematology","Measurement","MIMIC4","m4_lab_itemid",,"51519","2025-05-07","2099-12-31",
"2061507398","Magnesium Sulfate (EPSOM)","Drug","MIMIC4","m4_formulary_cd",,"EPSOM","2025-05-07","2099-12-31",
"2061504989","Marsupialization of Bartholin's gland cyst","Procedure","MIMIC4","m4_hcpcs_code",,"56440","2025-05-07","2099-12-31",
"2061501122","Triple Introducer Change over Wire Date","Procedure","MIMIC4","m4_datetime_item","S","225392","2025-05-07","2099-12-31",
"2061508979","PORTUGUESE","Ethnicity","MIMIC4","m4_adm_race",,"PORTUGUESE","2025-05-07","2099-12-31",
"2061505478","ANAEROBIC GRAM NEGATIVE ROD(S)","Observation","MIMIC4","m4_micro_org",,"80036","2025-05-07","2099-12-31",
"2061506694","Sulfameth/Trimethoprim SS 1 Tab","Drug","MIMIC4","m4_formulary_cd",,"BACTSS","2025-05-07","2099-12-31",
"2061503717","Hepatitis B Surface Antibody|Blood|Chemistry","Measurement","MIMIC4","m4_lab_itemid",,"50940","2025-05-07","2099-12-31",
"2061505780","FECAL CULTURE - R/O VIBRIO","Measurement","MIMIC4","m4_micro_test",,"90083","2025-05-07","2099-12-31",
"2061501808","AVA Line Discontinued","Observation","MIMIC4","m4_ditem_label","S","227725","2025-05-07","2099-12-31",
"2061508717","Nitroprusside Sodium 25mg/ml-2ml","Drug","MIMIC4","m4_formulary_cd",,"NITP50I","2025-05-07","2099-12-31",
"2061507521","Fluorouracil (FLUO2500I)","Drug","MIMIC4","m4_formulary_cd",,"FLUO2500I","2025-05-07","2099-12-31",
"2061502646","Arthrotomy, ankle, with joint exploration, with or without biopsy, with or without removal of loose or foreign body","Procedure","MIMIC4","m4_hcpcs_code",,"27620","2025-05-07","2099-12-31",
"2061501107","Pheresis Catheter Tubing Change","Procedure","MIMIC4","m4_datetime_item","S","225372","2025-05-07","2099-12-31",
"2061506677","back of thigh","Observation","MIMIC4","m4_emar_site",,"back of thigh","2025-05-07","2099-12-31",
"2061504082","CD25|Bone Marrow|Hematology","Measurement","MIMIC4","m4_lab_itemid",,"51318","2025-05-07","2099-12-31",
"2061503639","Acid Phosphatase, Non-Prostatic|Blood|Chemistry","Measurement","MIMIC4","m4_lab_itemid",,"50859","2025-05-07","2099-12-31",
"2061505565","FUNGUS","Observation","MIMIC4","m4_micro_org",,"80127","2025-05-07","2099-12-31",
"2061503152","Ligation, major artery (eg, post-traumatic, rupture); extremity","Procedure","MIMIC4","m4_hcpcs_code",,"37618","2025-05-07","2099-12-31",
"2061506046","CAMPYLOBACTER COLI","Observation","MIMIC4","m4_micro_org",,"90532","2025-05-07","2099-12-31",
"2061507775","HYDROmorphone (Dilaudid) 2mg/mL Syringe","Drug","MIMIC4","m4_formulary_cd",,"HYDR2I","2025-05-07","2099-12-31",
"2061500185","Application of skin substitute graft to trunk, arms, legs, total wound surface area greater than or equal to 100 sq cm; each additional 100 sq cm wound surface area, or part thereof, or each additional 1% of body area of infants and children, or part t...","Procedure","MIMIC4","m4_hcpcs_code",,"15274","2025-05-07","2099-12-31",
"2061509325","Salmeterol Xinafoate Diskus (50 mcg) 28g Diskus","Drug","MIMIC4","m4_formulary_cd",,"SALM50D","2025-05-07","2099-12-31",
"2061500679","Pulsus Paradoxus","Condition","MIMIC4","m4_ditem_label",,"224192","2025-05-07","2099-12-31",
"2061503887","Monocytes|Ascites|Hematology","Measurement","MIMIC4","m4_lab_itemid",,"51120","2025-05-07","2099-12-31",
"2061508473","Potassium Chloride 10mEq ER Capsule","Drug","MIMIC4","m4_formulary_cd",,"MICROK10","2025-05-07","2099-12-31",
"2061504981","Laparoscopy, surgical prostatectomy, retropubic radical, including nerve sparing, includes robotic assistance, when performed","Procedure","MIMIC4","m4_hcpcs_code",,"55866","2025-05-07","2099-12-31",
"2061506832","Calcium Carbonate 1250mg Tablet","Drug","MIMIC4","m4_formulary_cd",,"CAL1250","2025-05-07","2099-12-31",
"2061503301","Endoscopic cannulation of papilla with direct visualization of pancreatic/common bile duct(s) (List separately in addition to code(s) for primary procedure)","Procedure","MIMIC4","m4_hcpcs_code",,"43273","2025-05-07","2099-12-31",
"2061501241","RIC Site Appear","Observation","MIMIC4","m4_ditem_label","S","225760","2025-05-07","2099-12-31",
"2061500707","Cordis/Introducer Change over Wire Date","Procedure","MIMIC4","m4_datetime_item","S","224293","2025-05-07","2099-12-31",
"2061506505","Amantadine Syrup","Drug","MIMIC4","m4_formulary_cd",,"AMANT50MG","2025-05-07","2099-12-31",
"2061505804","HELICOBACTER PYLORI ANTIBODY TEST","Measurement","MIMIC4","m4_micro_test",,"90119","2025-05-07","2099-12-31",
"2061501142","CSF Culture","Measurement","MIMIC4","m4_proc_itemid",,"225437","2025-05-07","2099-12-31",
"2061505542","CANDIDA KRUSEI","Observation","MIMIC4","m4_micro_org",,"80101","2025-05-07","2099-12-31",
"2061504465","DSPC, Amniotic Fluid|Other Body Fluid|Chemistry","Measurement","MIMIC4","m4_lab_itemid",,"51855","2025-05-07","2099-12-31",
"2061504501","Voided Specimen (51924)","Undefined","MIMIC4","m4_lab_itemid",,"51924","2025-05-07","2099-12-31",
"2061500552","Speech (223902)","Observation","MIMIC4","m4_ditem_label",,"223902","2025-05-07","2099-12-31",
"2061508711","Nicotine Patch","Drug","MIMIC4","m4_formulary_cd",,"NICO7P","2025-05-07","2099-12-31",
"2061508351","MetronidAZOLE Topical 1 % Gel","Drug","MIMIC4","m4_formulary_cd",,"METR1G","2025-05-07","2099-12-31",
"2061501645","Trach Care","Observation","MIMIC4","m4_ditem_label","S","227130","2025-05-07","2099-12-31",
"2061502636","Decompression fasciotomy, leg; anterior and/or lateral compartments only","Procedure","MIMIC4","m4_hcpcs_code",,"27600","2025-05-07","2099-12-31",
"2061509195","Resp","Measurement","MIMIC4","mimic4wdb",,"Resp","2025-05-07","2099-12-31",
"2061503086","Repositioning of previously placed central venous catheter under fluoroscopic guidance","Procedure","MIMIC4","m4_hcpcs_code",,"36597","2025-05-07","2099-12-31",
"2061503173","Laparoscopy, surgical; with bilateral total pelvic lymphadenectomy and peri-aortic lymph node sampling (biopsy), single or multiple","Procedure","MIMIC4","m4_hcpcs_code",,"38572","2025-05-07","2099-12-31",
"2061501744","CO (Arterial)","Measurement","MIMIC4","m4_chart_itemid","S","227543","2025-05-07","2099-12-31",
"2061506651","Azathioprine (AZAT75)","Drug","MIMIC4","m4_formulary_cd",,"AZAT75","2025-05-07","2099-12-31",
"2061502023","Angio Site # 3","Measurement","MIMIC4","m4_ditem_label","S","228449","2025-05-07","2099-12-31",
"2061501584","Albumin_ApacheIV","Measurement","MIMIC4","m4_ditem_label","S","226981","2025-05-07","2099-12-31",
"2061503554","(500 mg)","Unit","MIMIC4","m4_units",,"(500 mg)","2025-05-07","2099-12-31",
"2061505117","Uterine evacuation and curettage for hydatidiform mole","Procedure","MIMIC4","m4_hcpcs_code",,"59870","2025-05-07","2099-12-31",
"2061501422","ICP Line Waveform Appear","Measurement","MIMIC4","m4_ditem_label","S","226133","2025-05-07","2099-12-31",
"2061507136","Cytarabine (CYTA1I)","Drug","MIMIC4","m4_formulary_cd",,"CYTA1I","2025-05-07","2099-12-31",
"2061502191","Surgical Procedure at Bedside","Procedure","MIMIC4","m4_ditem_label","S","229585","2025-05-07","2099-12-31",
"2061507648","Glyburide Prestab","Drug","MIMIC4","m4_formulary_cd",,"GLYN3","2025-05-07","2099-12-31",
"2061508046","Levothyroxine Sodium 100mcg Tablet","Drug","MIMIC4","m4_formulary_cd",,"LEVO100","2025-05-07","2099-12-31",
"2061500220","Suction assisted lipectomy; head and neck","Procedure","MIMIC4","m4_hcpcs_code",,"15876","2025-05-07","2099-12-31",
"2061505820","QUANTITATIVE CRYPTOCOCCAL ANTIGEN","Measurement","MIMIC4","m4_micro_test","S","90140","2025-05-07","2099-12-31",
"2061504289","Copper|Blood|Chemistry","Measurement","MIMIC4","m4_lab_itemid",,"51593","2025-05-07","2099-12-31",
"2061508225","mcg (120 doses)","Unit","MIMIC4","m4_units",,"mcg (120 doses)","2025-05-07","2099-12-31",
"2061506100","STAPHYLOCOCCUS HAEMOLYTICUS","Observation","MIMIC4","m4_micro_org",,"90679","2025-05-07","2099-12-31",
"2061503039","Excision of infected graft; extremity","Procedure","MIMIC4","m4_hcpcs_code",,"35903","2025-05-07","2099-12-31",
"2061507923","Potassium Chl 40 mEq / 1000 mL NS 1000 mL Bag","Drug","MIMIC4","m4_formulary_cd",,"KCL40/1000NS","2025-05-07","2099-12-31",
"2061503627","Potassium, Ascites|Ascites|Chemistry","Measurement","MIMIC4","m4_lab_itemid",,"50847","2025-05-07","2099-12-31",
"2061506289","Swab R/O Yeast Screen","Specimen","MIMIC4","m4_micro_spec",,"90929","2025-05-07","2099-12-31",
"2061501071","Dialysis Catheter Change over Wire Date","Procedure","MIMIC4","m4_datetime_item",,"225319","2025-05-07","2099-12-31",
"2061502742","Tenotomy, open, tendon flexor; foot, single or multiple tendon(s) (separate procedure)","Procedure","MIMIC4","m4_hcpcs_code",,"28230","2025-05-07","2099-12-31",
"2061500874","Ostomy Appearance","Observation","MIMIC4","m4_ditem_label","S","224797","2025-05-07","2099-12-31",
"2061509305","RU Ant Forearm Lateral","Observation","MIMIC4","m4_emar_site",,"RU Ant Forearm Lateral","2025-05-07","2099-12-31",
"2061502269","Yawning (COWS)","Measurement","MIMIC4","m4_ditem_label","S","229775","2025-05-07","2099-12-31",
"2061500426","Dextrose 10%","Drug","MIMIC4","m4_input_itemid",,"220950","2025-05-07","2099-12-31",
"2061507307","Doxepin HCl (DOXE10)","Drug","MIMIC4","m4_formulary_cd",,"DOXE10","2025-05-07","2099-12-31",
"2061501952","Assistance Device (228306)","Observation","MIMIC4","m4_ditem_label","S","228306","2025-05-07","2099-12-31",
"2061502716","Excision, tumor, soft tissue of foot or toe, subcutaneous; 1.5 cm or greater","Procedure","MIMIC4","m4_hcpcs_code",,"28039","2025-05-07","2099-12-31",
"2061508864","Pantoprazole Sodium 40mg Vial","Drug","MIMIC4","m4_formulary_cd",,"PANT40I","2025-05-07","2099-12-31",
"2061505073","Laparoscopy, surgical, with vaginal hysterectomy, for uterus greater than 250 g; with removal of tube(s) and/or ovary(s)","Procedure","MIMIC4","m4_hcpcs_code",,"58554","2025-05-07","2099-12-31",
"2061503247","Diverticulectomy of hypopharynx or esophagus, with or without myotomy; cervical approach","Procedure","MIMIC4","m4_hcpcs_code",,"43130","2025-05-07","2099-12-31",
"2061500349","Biopsy, soft tissue of neck or thorax","Procedure","MIMIC4","m4_hcpcs_code",,"21550","2025-05-07","2099-12-31",
"2061503407","Colonoscopy, flexible; with transendoscopic balloon dilation","Procedure","MIMIC4","m4_hcpcs_code",,"45386","2025-05-07","2099-12-31",
"2061505493","ALPHA STREPTOCOCCI","Observation","MIMIC4","m4_micro_org",,"80052","2025-05-07","2099-12-31",
"2061504282","Chylomicrons|Blood|Chemistry","Measurement","MIMIC4","m4_lab_itemid",,"51584","2025-05-07","2099-12-31",
"2061509440","stomach","Observation","MIMIC4","m4_emar_site",,"stomach","2025-05-07","2099-12-31",
"2061506001","SALMONELLA SCHWARZENGRUND","Observation","MIMIC4","m4_micro_org",,"90440","2025-05-07","2099-12-31",
"2061503077","Insertion of peripherally inserted central venous catheter (PICC), without subcutaneous port or pump, without imaging guidance; age 5 years or older","Procedure","MIMIC4","m4_hcpcs_code",,"36569","2025-05-07","2099-12-31",
"2061508889","Peginterferon Alfa-2a","Drug","MIMIC4","m4_formulary_cd",,"PEGI180I","2025-05-07","2099-12-31",
"2061503893","Promyelocytes|Ascites|Hematology","Measurement","MIMIC4","m4_lab_itemid",,"51126","2025-05-07","2099-12-31",
"2061508712","NIFEdipine","Drug","MIMIC4","m4_formulary_cd",,"NIFE10","2025-05-07","2099-12-31",
"2061507602","Gemfibrozil","Drug","MIMIC4","m4_formulary_cd",,"GEMF600","2025-05-07","2099-12-31",
"2061503087","Arterial catheterization or cannulation for sampling, monitoring or transfusion (separate procedure); percutaneous","Procedure","MIMIC4","m4_hcpcs_code",,"36620","2025-05-07","2099-12-31",
"2061505695","STREPTOCOCCUS ORALIS","Observation","MIMIC4","m4_micro_org",,"80271","2025-05-07","2099-12-31",
"2061502542","Open treatment of carpometacarpal fracture dislocation, thumb (Bennett fracture), includes internal fixation, when performed","Procedure","MIMIC4","m4_hcpcs_code",,"26665","2025-05-07","2099-12-31",
"2061507569","Furosemide 40MG/4ML VIAL","Drug","MIMIC4","m4_formulary_cd",,"FURO40I","2025-05-07","2099-12-31",
"2061505853","O&P MACROSCOPIC EXAM - WORM","Measurement","MIMIC4","m4_micro_test","S","90180","2025-05-07","2099-12-31",
"2061509437","ST-MCL1 [MM]","Measurement","MIMIC4","mimic4wdb",,"ST-MCL1 [MM]","2025-05-07","2099-12-31",
"2061505800","URINE-GRAM STAIN - UNSPUN","Measurement","MIMIC4","m4_micro_test","S","90113","2025-05-07","2099-12-31",
"2061507029","cmH2O","Unit","MIMIC4","m4_units",,"cmH2O","2025-05-07","2099-12-31",
"2061506593","Aspirin EC 325mg Tab","Drug","MIMIC4","m4_formulary_cd",,"ASAEC325","2025-05-07","2099-12-31",
"2061504822","Voided Specimen (52370)","Undefined","MIMIC4","m4_lab_itemid",,"52370","2025-05-07","2099-12-31",
"2061502436","Arthroplasty, wrist, with or without interposition, with or without external or internal fixation","Procedure","MIMIC4","m4_hcpcs_code",,"25332","2025-05-07","2099-12-31",
"2061501168","Pneumothorax","Condition","MIMIC4","m4_proc_itemid",,"225472","2025-05-07","2099-12-31",
"2061500224","Excision, sacral pressure ulcer, with skin flap closure","Procedure","MIMIC4","m4_hcpcs_code",,"15934","2025-05-07","2099-12-31",
