concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
2081500021,Phillips 12-lead ECG Interpretation PH100B,Metadata,WAVEFORM,Undefined,,PH100B,2025-12-05,2099-12-31,
2081500022,Phillips 12-lead ECG Interpretation PH100C,Metadata,WAVEFORM,Undefined,,PH100C,2025-12-05,2099-12-31,
2081500023,Phillips 12-lead ECG Measurements 09,Metadata,WAVEFORM,Undefined,,PHILIPS_09,2025-12-05,2099-12-31,
2081500024,Philips XML,Metadata,WAVEFORM,Undefined,,PHILIPS XML,2025-12-05,2099-12-31,
2081500025,Physiological monitoring,Observation,WAVEFORM,Procedure,,WF100001,2025-12-05,2099-12-31,
2081500026,Diagnostic ECG,Procedure,WAVEFORM,Procedure,,WF100002,2025-12-05,2099-12-31,
2081500027,Low signal quality,Metadata,WAVEFORM,Undefined,,WF100003,2025-12-05,2099-12-31,
2081500028,sps,Metadata,WAVEFORM,Undefined,,WF100004,2025-12-05,2099-12-31,
2081500029,dB,Unit,WAVEFORM,Unit,,WF100005,2025-12-05,2099-12-31,
2081500030,kΩ,Metadata,WAVEFORM,Undefined,,WF100006,2025-12-05,2099-12-31,
2081500031,aVF,Metadata,WAVEFORM,Undefined,,WF100007,2025-12-05,2099-12-31,
2081500032,aVL,Metadata,WAVEFORM,Undefined,,WF100008,2025-12-05,2099-12-31,
2081500033,aVR,Metadata,WAVEFORM,Undefined,,WF100009,2025-12-05,2099-12-31,
2081500034,I,Metadata,WAVEFORM,Undefined,,WF100010,2025-12-05,2099-12-31,
2081500035,RESOLUTION,Metadata,WAVEFORM,Undefined,,WF100011,2025-12-05,2099-12-31,
2081500036,SAMPLERATE,Metadata,WAVEFORM,Undefined,,WF100012,2025-12-05,2099-12-31,
2081500037,V6,Metadata,WAVEFORM,Undefined,,WF100013,2025-12-05,2099-12-31,
2081500038,V1,Metadata,WAVEFORM,Undefined,,WF100014,2025-12-05,2099-12-31,
2081500039,V2,Metadata,WAVEFORM,Undefined,,WF100015,2025-12-05,2099-12-31,
2081500040,V3,Metadata,WAVEFORM,Undefined,,WF100016,2025-12-05,2099-12-31,
2081500041,V4,Metadata,WAVEFORM,Undefined,,WF100017,2025-12-05,2099-12-31,
2081500042,V5,Metadata,WAVEFORM,Undefined,,WF100018,2025-12-05,2099-12-31,
2081500043,VX1,Metadata,WAVEFORM,Undefined,,WF100019,2025-12-05,2099-12-31,
2081500044,VX2,Metadata,WAVEFORM,Undefined,,WF100020,2025-12-05,2099-12-31,
2081500045,VX3,Metadata,WAVEFORM,Undefined,,WF100021,2025-12-05,2099-12-31,
2081500046,VX4,Metadata,WAVEFORM,Undefined,,WF100022,2025-12-05,2099-12-31,
2081500047,GLOBAL,Metadata,WAVEFORM,Undefined,,WF100023,2025-12-05,2099-12-31,
2081500048,II,Metadata,WAVEFORM,Undefined,,WF100024,2025-12-05,2099-12-31,
2081500049,III,Metadata,WAVEFORM,Undefined,,WF100025,2025-12-05,2099-12-31,
2081500050,WF device firmvare version,Metadata,WAVEFORM,Undefined,,WF100026,2025-12-05,2099-12-31,
2081500051,WFDB,Metadata,WAVEFORM,Undefined,,WFDB,2025-12-05,2099-12-31,
2081500052,XML,Metadata,WAVEFORM,Undefined,,XML,2025-12-05,2099-12-31,
2082499941,VX3,Waveform Metadata,WAVEFORM,WFE Lead,S,WF100021,2025-12-05,2099-12-31,
2082499942,GLOBAL,Waveform Metadata,WAVEFORM,WFE Lead,S,WF100023,2025-12-05,2099-12-31,
2082499943,Philips XML,Waveform Metadata,WAVEFORM,WFE File Format,S,PHILIPS XML,2025-12-05,2099-12-31,
2082499944,V2,Waveform Metadata,WAVEFORM,WFE Lead,S,WF100015,2025-12-05,2099-12-31,
2082499945,EDF,Waveform Metadata,WAVEFORM,WFE File Format,S,EDF,2025-12-05,2099-12-31,
2082499946,GE 12-lead ECG Measurements GE12SL,Waveform Metadata,WAVEFORM,WFE Algorithm,S,GE12SL_MX,2025-12-05,2099-12-31,
2082499947,III,Waveform Metadata,WAVEFORM,WFE Lead,S,WF100025,2025-12-05,2099-12-31,
2082499948,WF device firmvare version,Waveform Metadata,WAVEFORM,Metadata,S,WF100026,2025-12-05,2099-12-31,
2082499949,Phillips 12-lead ECG Measurements 09,Waveform Metadata,WAVEFORM,WFE Algorithm,S,PHILIPS_09,2025-12-05,2099-12-31,
2082499950,V1,Waveform Metadata,WAVEFORM,WFE Lead,S,WF100014,2025-12-05,2099-12-31,
2082499951,JSON,Waveform Metadata,WAVEFORM,WFE File Format,S,JSON,2025-12-05,2099-12-31,
2082499952,CCSI XML,Waveform Metadata,WAVEFORM,WFE File Format,S,CCSI XML,2025-12-05,2099-12-31,
2082499953,GLASGOW 12-lead ECG Interpretation,Waveform Metadata,WAVEFORM,WFE Algorithm,S,GLASGOW_DX,2025-12-05,2099-12-31,
2082499954,V3,Waveform Metadata,WAVEFORM,WFE Lead,S,WF100016,2025-12-05,2099-12-31,
2082499955,Hewlett-Packard 12-lead ECG Interpretation ECL07,Waveform Metadata,WAVEFORM,WFE Algorithm,S,ECL_07,2025-12-05,2099-12-31,
2082499956,V5,Waveform Metadata,WAVEFORM,WFE Lead,S,WF100018,2025-12-05,2099-12-31,
2082499957,Hewlett-Packard 12-lead ECG Measurements 06,Waveform Metadata,WAVEFORM,WFE Algorithm,S,HP_06,2025-12-05,2099-12-31,
2082499958,XML,Waveform Metadata,WAVEFORM,WFE File Format,S,XML,2025-12-05,2099-12-31,
2082499959,Hewlett-Packard 12-lead ECG Interpretation ECL T6 ACI-TIPI,Waveform Metadata,WAVEFORM,WFE Algorithm,S,ECL_T6,2025-12-05,2099-12-31,
2082499960,kΩ,Unit,WAVEFORM,Unit,S,WF100006,2025-12-05,2099-12-31,
2082499961,HEA,Waveform Metadata,WAVEFORM,WFE File Format,S,HEA,2025-12-05,2099-12-31,
2082499962,GLASGOW 12-lead ECG Measurements GE12SL,Waveform Metadata,WAVEFORM,WFE Algorithm,S,GLASGOW_MX,2025-12-05,2099-12-31,
2082499963,GE 12-lead ECG Interpretation GE12SL,Waveform Metadata,WAVEFORM,WFE Algorithm,S,GE12SL_DX,2025-12-05,2099-12-31,
2082499964,CSV,Waveform Metadata,WAVEFORM,WFE File Format,S,CSV,2025-12-05,2099-12-31,
2082499965,DAT,Waveform Metadata,WAVEFORM,WFE File Format,S,DAT,2025-12-05,2099-12-31,
2082499966,II,Waveform Metadata,WAVEFORM,WFE Lead,S,WF100024,2025-12-05,2099-12-31,
2082499967,Phillips 12-lead ECG Interpretation PH100B,Waveform Metadata,WAVEFORM,WFE Algorithm,S,PH100B,2025-12-05,2099-12-31,
2082499968,SAMPLERATE,Waveform Metadata,WAVEFORM,WFE Lead,S,WF100012,2025-12-05,2099-12-31,
2082499969,RESOLUTION,Waveform Metadata,WAVEFORM,WFE Lead,S,WF100011,2025-12-05,2099-12-31,
2082499970,HDF5,Waveform Metadata,WAVEFORM,WFE File Format,S,HDF5,2025-12-05,2099-12-31,
2082499971,Low signal quality,Meas Value,WAVEFORM,Qualifier Value,S,WF100003,2025-12-05,2099-12-31,
2082499972,sps,Unit,WAVEFORM,Unit,S,WF100004,2025-12-05,2099-12-31,
2082499973,aVL,Waveform Metadata,WAVEFORM,WFE Lead,S,WF100008,2025-12-05,2099-12-31,
2082499974,Diagnostic ECG,Procedure,WAVEFORM,Procedure,S,WF100002,2025-12-05,2099-12-31,
2082499975,WFDB,Waveform Metadata,WAVEFORM,WFE File Format,S,WFDB,2025-12-05,2099-12-31,
2082499976,BE2,Waveform Metadata,WAVEFORM,WFE File Format,S,BE2,2025-12-05,2099-12-31,
2082499977,VX4,Waveform Metadata,WAVEFORM,WFE Lead,S,WF100022,2025-12-05,2099-12-31,
2082499978,Hewlett-Packard 12-lead ECG Measurements 07,Waveform Metadata,WAVEFORM,WFE Algorithm,S,HP_07,2025-12-05,2099-12-31,
2082499979,aVF,Waveform Metadata,WAVEFORM,WFE Lead,S,WF100007,2025-12-05,2099-12-31,
2082499980,VX2,Waveform Metadata,WAVEFORM,WFE Lead,S,WF100020,2025-12-05,2099-12-31,
2082499981,V4,Waveform Metadata,WAVEFORM,WFE Lead,S,WF100017,2025-12-05,2099-12-31,
2082499982,VX1,Waveform Metadata,WAVEFORM,WFE Lead,S,WF100019,2025-12-05,2099-12-31,
2082499983,V6,Waveform Metadata,WAVEFORM,WFE Lead,S,WF100013,2025-12-05,2099-12-31,
2082499984,Hewlett-Packard 12-lead ECG Interpretation ECL T8 TPI,Waveform Metadata,WAVEFORM,WFE Algorithm,S,ECL_T8,2025-12-05,2099-12-31,
2082499985,Phillips 12-lead ECG Interpretation PH100A,Waveform Metadata,WAVEFORM,WFE Algorithm,S,PH100A,2025-12-05,2099-12-31,
2082499986,Hewlett-Packard 12-lead ECG Measurements 08,Waveform Metadata,WAVEFORM,WFE Algorithm,S,HP_08,2025-12-05,2099-12-31,
2082499987,Hewlett-Packard 12-lead ECG Interpretation ECL08,Waveform Metadata,WAVEFORM,WFE Algorithm,S,ECL_08,2025-12-05,2099-12-31,
2082499988,Phillips 12-lead ECG Interpretation PH100C,Waveform Metadata,WAVEFORM,WFE Algorithm,S,PH100C,2025-12-05,2099-12-31,
2082499989,aVR,Waveform Metadata,WAVEFORM,WFE Lead,S,WF100009,2025-12-05,2099-12-31,
2082499990,I,Waveform Metadata,WAVEFORM,WFE Lead,S,WF100010,2025-12-05,2099-12-31,
